Chr	Start	End	species	size	color
Contig0002957	1	329065	MIII	12	25252
Contig0008849	1	48204	MIII	12	25252
Contig0007119	1	91246	MIII	12	25252
Contig0001119	1	63698	MIII	12	25252
Contig0000391	1	17569	MIII	12	25252
Contig0000184	1	62961	MIII	12	25252
Contig0004807	1	151736	MIII	12	25252
Contig0007900	1	50059	MIII	12	25252
Contig0002086	1	20594	MIII	12	25252
Contig0003402	1	12071	MIII	12	25252
Contig0007716	1	16030	MIII	12	25252
Contig0011127	1	52587	MIII	12	25252
Contig0011137	1	65691	MIII	12	25252
Contig0007805	1	16684	MIII	12	25252
Contig0002515	1	11967	MIII	12	25252
Contig0009615	1	88381	MIII	12	25252
Contig0006987	1	32861	MIII	12	25252
Contig0006332	1	29458	MIII	12	25252
Contig0006490	1	18882	MIII	12	25252
Contig0005175	1	61526	MIII	12	25252
Contig0004033	1	145160	MIII	12	25252
Contig0007955	1	54447	MIII	12	25252
Contig0009273	1	14667	MIII	12	25252
Contig0006854	1	22591	MIII	12	25252
Contig0007634	1	11714	MIII	12	25252
Contig0009810	1	14990	MIII	12	25252
Contig0007239	1	113919	MIII	12	25252
Contig0004635	1	20233	MIII	12	25252
Contig0002810	1	570927	MIII	12	25252
Contig0005593	1	8780	MIII	12	25252
Contig0011047	1	26283	MIII	12	25252
Contig0006524	1	51822	MIII	12	25252
Contig0006752	1	104924	MIII	12	25252
Contig0005345	1	10106	MIII	12	25252
Contig0003308	1	25041	MIII	12	25252
Contig0000237	1	57948	MIII	12	25252
Contig0010228	1	99013	MIII	12	25252
Contig0011042	1	32838	MIII	12	25252
Contig0008965	1	28372	MIII	12	25252
Contig0001350	1	32410	MIII	12	25252
Contig0010717	1	20400	MIII	12	25252
Contig0003723	1	20320	MIII	12	25252
Contig0010086	1	36325	MIII	12	25252
Contig0007156	1	27017	MIII	12	25252
Contig0005351	1	15216	MIII	12	25252
Contig0002217	1	30966	MIII	12	25252
Contig0007226	1	36877	MIII	12	25252
Contig0011213	1	5058	MIII	12	25252
Contig0001788	1	77943	MIII	12	25252
Contig0010108	1	89735	MIII	12	25252
Contig0002391	1	35954	MIII	12	25252
Contig0010999	1	5647026	MIII	12	25252
Contig0002184	1	71617	MIII	12	25252
Contig0011004	1	18119	MIII	12	25252
Contig0009685	1	19444	MIII	12	25252
Contig0008660	1	96186	MIII	12	25252
Contig0009847	1	30798	MIII	12	25252
Contig0002847	1	47980	MIII	12	25252
Contig0001729	1	35540	MIII	12	25252
Contig0000585	1	12860	MIII	12	25252
Contig0003473	1	668313	MIII	12	25252
Contig0006010	1	28386	MIII	12	25252
Contig0003492	1	127805	MIII	12	25252
Contig0008979	1	65931	MIII	12	25252
Contig0010137	1	48546	MIII	12	25252
Contig0003854	1	34609	MIII	12	25252
Contig0000311	1	33543	MIII	12	25252
Contig0010866	1	171982	MIII	12	25252
Contig0003136	1	61073	MIII	12	25252
Contig0008712	1	28002	MIII	12	25252
Contig0001947	1	83480	MIII	12	25252
Contig0004316	1	32226	MIII	12	25252
Contig0002347	1	5623	MIII	12	25252
Contig0006384	1	76605	MIII	12	25252
Contig0001682	1	25228	MIII	12	25252
Contig0008875	1	1265607	MIII	12	25252
Contig0006300	1	31514	MIII	12	25252
Contig0006643	1	150485	MIII	12	25252
Contig0002831	1	89869	MIII	12	25252
Contig0006679	1	18565	MIII	12	25252
Contig0009697	1	59500	MIII	12	25252
Contig0001621	1	383533	MIII	12	25252
Contig0003423	1	35545	MIII	12	25252
Contig0001970	1	27557	MIII	12	25252
Contig0007725	1	11198	MIII	12	25252
Contig0006576	1	77569	MIII	12	25252
Contig0006843	1	14417	MIII	12	25252
Contig0001475	1	39819	MIII	12	25252
Contig0006003	1	118652	MIII	12	25252
Contig0002589	1	24855	MIII	12	25252
Contig0007309	1	34227	MIII	12	25252
Contig0006691	1	15100	MIII	12	25252
Contig0005312	1	44458	MIII	12	25252
Contig0008202	1	219910	MIII	12	25252
Contig0002325	1	17165	MIII	12	25252
Contig0008745	1	25097	MIII	12	25252
Contig0000093	1	119791	MIII	12	25252
Contig0007140	1	18089	MIII	12	25252
Contig0010081	1	62734	MIII	12	25252
Contig0004387	1	8147	MIII	12	25252
Contig0001492	1	94118	MIII	12	25252
Contig0001825	1	43129	MIII	12	25252
Contig0002224	1	19975	MIII	12	25252
Contig0006927	1	14704	MIII	12	25252
Contig0001831	1	1255920	MIII	12	25252
Contig0002077	1	113744	MIII	12	25252
Contig0010261	1	29994	MIII	12	25252
Contig0000039	1	5204	MIII	12	25252
Contig0000884	1	128805	MIII	12	25252
Contig0006164	1	50968	MIII	12	25252
Contig0000973	1	81618	MIII	12	25252
Contig0009540	1	29597	MIII	12	25252
Contig0002158	1	132406	MIII	12	25252
Contig0009520	1	6800	MIII	12	25252
Contig0004824	1	1006871	MIII	12	25252
Contig0005912	1	35204	MIII	12	25252
Contig0004085	1	12356	MIII	12	25252
Contig0002141	1	21398	MIII	12	25252
Contig0007439	1	27469	MIII	12	25252
Contig0010699	1	13556	MIII	12	25252
Contig0002429	1	206659	MIII	12	25252
Contig0003296	1	112394	MIII	12	25252
Contig0006336	1	6032	MIII	12	25252
Contig0010778	1	33234	MIII	12	25252
Contig0002855	1	23429	MIII	12	25252
Contig0007704	1	168069	MIII	12	25252
Contig0005316	1	65327	MIII	12	25252
Contig0009532	1	718095	MIII	12	25252
Contig0010355	1	28246	MIII	12	25252
Contig0010797	1	267374	MIII	12	25252
Contig0004699	1	15188	MIII	12	25252
Contig0006342	1	75438	MIII	12	25252
Contig0000482	1	27213	MIII	12	25252
Contig0010599	1	13084	MIII	12	25252
Contig0008693	1	68615	MIII	12	25252
Contig0001425	1	28369	MIII	12	25252
Contig0009544	1	24088	MIII	12	25252
Contig0004418	1	68293	MIII	12	25252
Contig0008333	1	21117	MIII	12	25252
Contig0002069	1	133661	MIII	12	25252
Contig0001470	1	111831	MIII	12	25252
Contig0002060	1	253046	MIII	12	25252
Contig0001240	1	2319	MIII	12	25252
Contig0003891	1	90513	MIII	12	25252
Contig0002102	1	41964	MIII	12	25252
Contig0001298	1	2253	MIII	12	25252
Contig0003056	1	4627	MIII	12	25252
Contig0007812	1	892922	MIII	12	25252
Contig0006922	1	23379	MIII	12	25252
Contig0011230	1	119950	MIII	12	25252
Contig0006577	1	12821	MIII	12	25252
Contig0005096	1	11287	MIII	12	25252
Contig0003495	1	62272	MIII	12	25252
Contig0002887	1	89011	MIII	12	25252
Contig0007876	1	28297	MIII	12	25252
Contig0006933	1	142070	MIII	12	25252
Contig0002405	1	12455	MIII	12	25252
Contig0003399	1	8005	MIII	12	25252
Contig0009319	1	78187	MIII	12	25252
Contig0008498	1	23057	MIII	12	25252
Contig0002973	1	31980	MIII	12	25252
Contig0006026	1	39718	MIII	12	25252
Contig0009727	1	25945	MIII	12	25252
Contig0007486	1	26754	MIII	12	25252
Contig0006077	1	11406	MIII	12	25252
Contig0006768	1	38718	MIII	12	25252
Contig0007245	1	11893	MIII	12	25252
Contig0000573	1	12272	MIII	12	25252
Contig0000420	1	48647	MIII	12	25252
Contig0001186	1	11952	MIII	12	25252
Contig0003377	1	45320	MIII	12	25252
Contig0003479	1	588016	MIII	12	25252
Contig0006549	1	73695	MIII	12	25252
Contig0000354	1	231404	MIII	12	25252
Contig0009609	1	54237	MIII	12	25252
Contig0001273	1	21463	MIII	12	25252
Contig0001642	1	268950	MIII	12	25252
Contig0000509	1	74507	MIII	12	25252
Contig0010341	1	105265	MIII	12	25252
Contig0006436	1	17768	MIII	12	25252
Contig0005585	1	71534	MIII	12	25252
Contig0005272	1	12652	MIII	12	25252
Contig0008578	1	33143	MIII	12	25252
Contig0002595	1	144331	MIII	12	25252
Contig0011112	1	16913	MIII	12	25252
Contig0007569	1	16497	MIII	12	25252
Contig0005957	1	11229	MIII	12	25252
Contig0009446	1	11448	MIII	12	25252
Contig0004671	1	20033	MIII	12	25252
Contig0004367	1	42727	MIII	12	25252
Contig0000639	1	170202	MIII	12	25252
Contig0000600	1	267204	MIII	12	25252
Contig0002987	1	181058	MIII	12	25252
Contig0005695	1	9640	MIII	12	25252
Contig0008608	1	52534	MIII	12	25252
Contig0006341	1	70950	MIII	12	25252
Contig0001424	1	121736	MIII	12	25252
Contig0008553	1	211241	MIII	12	25252
Contig0006970	1	92699	MIII	12	25252
Contig0003756	1	29840	MIII	12	25252
Contig0003212	1	53313	MIII	12	25252
Contig0006358	1	33221	MIII	12	25252
Contig0006561	1	15558	MIII	12	25252
Contig0001284	1	4219	MIII	12	25252
Contig0010546	1	209895	MIII	12	25252
Contig0003943	1	4890	MIII	12	25252
Contig0000179	1	26610	MIII	12	25252
Contig0000206	1	23629	MIII	12	25252
Contig0000706	1	114716	MIII	12	25252
Contig0009039	1	67566	MIII	12	25252
Contig0006029	1	45109	MIII	12	25252
Contig0006870	1	12686	MIII	12	25252
Contig0007556	1	69268	MIII	12	25252
Contig0009026	1	4390	MIII	12	25252
Contig0001438	1	37086	MIII	12	25252
Contig0006706	1	43883	MIII	12	25252
Contig0002259	1	25148	MIII	12	25252
Contig0007732	1	28393	MIII	12	25252
Contig0005804	1	7419	MIII	12	25252
Contig0008366	1	21174	MIII	12	25252
Contig0001813	1	37830	MIII	12	25252
Contig0010468	1	273539	MIII	12	25252
Contig0000099	1	22961	MIII	12	25252
Contig0006410	1	8233	MIII	12	25252
Contig0009931	1	23601	MIII	12	25252
Contig0008235	1	14011	MIII	12	25252
Contig0009158	1	9924	MIII	12	25252
Contig0006202	1	12368	MIII	12	25252
Contig0008670	1	3939	MIII	12	25252
Contig0003867	1	14789	MIII	12	25252
Contig0007256	1	22734	MIII	12	25252
Contig0008006	1	9245	MIII	12	25252
Contig0001270	1	92708	MIII	12	25252
Contig0011143	1	22829	MIII	12	25252
Contig0002321	1	44128	MIII	12	25252
Contig0004909	1	33658	MIII	12	25252
Contig0004179	1	30892	MIII	12	25252
Contig0011269	1	18145	MIII	12	25252
Contig0002194	1	203056	MIII	12	25252
Contig0001963	1	40188	MIII	12	25252
Contig0003383	1	19909	MIII	12	25252
Contig0007293	1	202678	MIII	12	25252
Contig0001450	1	19275	MIII	12	25252
Contig0010251	1	36261	MIII	12	25252
Contig0007310	1	137112	MIII	12	25252
Contig0007393	1	24406	MIII	12	25252
Contig0010988	1	36564	MIII	12	25252
Contig0003273	1	63559	MIII	12	25252
Contig0004921	1	15304	MIII	12	25252
Contig0002715	1	32460	MIII	12	25252
Contig0006112	1	17125	MIII	12	25252
Contig0004148	1	16805	MIII	12	25252
Contig0005922	1	126299	MIII	12	25252
Contig0006683	1	21874	MIII	12	25252
Contig0005028	1	16877	MIII	12	25252
Contig0006813	1	6997	MIII	12	25252
Contig0008650	1	30159	MIII	12	25252
Contig0001890	1	33055	MIII	12	25252
Contig0007641	1	21613	MIII	12	25252
Contig0007343	1	70734	MIII	12	25252
Contig0006168	1	142281	MIII	12	25252
Contig0011168	1	78000	MIII	12	25252
Contig0000745	1	12617	MIII	12	25252
Contig0006220	1	13497	MIII	12	25252
Contig0003967	1	26583	MIII	12	25252
Contig0002895	1	414930	MIII	12	25252
Contig0001293	1	9652	MIII	12	25252
Contig0007397	1	16835	MIII	12	25252
Contig0004343	1	254308	MIII	12	25252
Contig0005208	1	11714	MIII	12	25252
Contig0001355	1	35237	MIII	12	25252
Contig0005928	1	13374	MIII	12	25252
Contig0010074	1	85335	MIII	12	25252
Contig0003710	1	68042	MIII	12	25252
Contig0005340	1	24581	MIII	12	25252
Contig0005967	1	31092	MIII	12	25252
Contig0002875	1	9903	MIII	12	25252
Contig0005552	1	29942	MIII	12	25252
Contig0005961	1	24704	MIII	12	25252
Contig0001175	1	4287	MIII	12	25252
Contig0007421	1	105294	MIII	12	25252
Contig0008025	1	39068	MIII	12	25252
Contig0003262	1	150934	MIII	12	25252
Contig0002411	1	164469	MIII	12	25252
Contig0008714	1	62293	MIII	12	25252
Contig0006162	1	14318	MIII	12	25252
Contig0002617	1	2019646	MIII	12	25252
Contig0003856	1	94374	MIII	12	25252
Contig0009282	1	31657	MIII	12	25252
Contig0002630	1	27961	MIII	12	25252
Contig0003789	1	22186	MIII	12	25252
Contig0010656	1	71608	MIII	12	25252
Contig0002824	1	89501	MIII	12	25252
Contig0003242	1	22044	MIII	12	25252
Contig0009581	1	35789	MIII	12	25252
Contig0009888	1	150831	MIII	12	25252
Contig0006693	1	53661	MIII	12	25252
Contig0004431	1	19506	MIII	12	25252
Contig0009746	1	76515	MIII	12	25252
Contig0000656	1	44129	MIII	12	25252
Contig0000525	1	22087	MIII	12	25252
Contig0001386	1	78929	MIII	12	25252
Contig0007532	1	34116	MIII	12	25252
Contig0007786	1	27482	MIII	12	25252
Contig0008834	1	33834	MIII	12	25252
Contig0005669	1	65311	MIII	12	25252
Contig0003313	1	160849	MIII	12	25252
Contig0005367	1	78735	MIII	12	25252
Contig0007727	1	102888	MIII	12	25252
Contig0006377	1	292478	MIII	12	25252
Contig0003905	1	39525	MIII	12	25252
Contig0000085	1	21647	MIII	12	25252
Contig0003657	1	59305	MIII	12	25252
Contig0005157	1	63997	MIII	12	25252
Contig0007232	1	13967	MIII	12	25252
Contig0002342	1	99764	MIII	12	25252
Contig0007414	1	68483	MIII	12	25252
Contig0007480	1	114935	MIII	12	25252
Contig0009596	1	135652	MIII	12	25252
Contig0004666	1	104606	MIII	12	25252
Contig0005284	1	74660	MIII	12	25252
Contig0004712	1	204457	MIII	12	25252
Contig0003669	1	89516	MIII	12	25252
Contig0004768	1	17063	MIII	12	25252
Contig0004420	1	192820	MIII	12	25252
Contig0001094	1	423151	MIII	12	25252
Contig0004346	1	4241	MIII	12	25252
Contig0001152	1	25371	MIII	12	25252
Contig0006090	1	25447	MIII	12	25252
Contig0001457	1	13758	MIII	12	25252
Contig0007592	1	9078	MIII	12	25252
Contig0008055	1	21200	MIII	12	25252
Contig0011285	1	37518	MIII	12	25252
Contig0000516	1	37666	MIII	12	25252
Contig0006226	1	41817	MIII	12	25252
Contig0001143	1	31822	MIII	12	25252
Contig0010403	1	559321	MIII	12	25252
Contig0002627	1	31730	MIII	12	25252
Contig0001488	1	118172	MIII	12	25252
Contig0009388	1	34519	MIII	12	25252
Contig0010892	1	63273	MIII	12	25252
Contig0000343	1	58460	MIII	12	25252
Contig0004487	1	86502	MIII	12	25252
Contig0002870	1	128747	MIII	12	25252
Contig0008753	1	33057	MIII	12	25252
Contig0011252	1	136195	MIII	12	25252
Contig0011136	1	15311	MIII	12	25252
Contig0009585	1	23870	MIII	12	25252
Contig0006217	1	20928	MIII	12	25252
Contig0006444	1	12775	MIII	12	25252
Contig0001723	1	10037	MIII	12	25252
Contig0003352	1	27708	MIII	12	25252
Contig0006449	1	46190	MIII	12	25252
Contig0010323	1	106383	MIII	12	25252
Contig0006299	1	180089	MIII	12	25252
Contig0009411	1	10378	MIII	12	25252
Contig0002355	1	157360	MIII	12	25252
Contig0003675	1	19505	MIII	12	25252
Contig0006338	1	82567	MIII	12	25252
Contig0009259	1	277919	MIII	12	25252
Contig0003765	1	41869	MIII	12	25252
Contig0003404	1	508000	MIII	12	25252
Contig0009291	1	163523	MIII	12	25252
Contig0000463	1	262776	MIII	12	25252
Contig0000185	1	310622	MIII	12	25252
Contig0006347	1	29868	MIII	12	25252
Contig0004494	1	22551	MIII	12	25252
Contig0006373	1	141164	MIII	12	25252
Contig0004466	1	23977	MIII	12	25252
Contig0000191	1	113604	MIII	12	25252
Contig0000094	1	236988	MIII	12	25252
Contig0007573	1	30827	MIII	12	25252
Contig0005388	1	8109	MIII	12	25252
Contig0008143	1	34506	MIII	12	25252
Contig0007237	1	79178	MIII	12	25252
Contig0001218	1	73277	MIII	12	25252
Contig0006290	1	5445	MIII	12	25252
Contig0002062	1	95880	MIII	12	25252
Contig0001100	1	14919	MIII	12	25252
Contig0001866	1	174385	MIII	12	25252
Contig0003790	1	16018	MIII	12	25252
Contig0009515	1	109679	MIII	12	25252
Contig0006285	1	40156	MIII	12	25252
Contig0002574	1	224521	MIII	12	25252
Contig0001755	1	91642	MIII	12	25252
Contig0008518	1	58885	MIII	12	25252
Contig0002586	1	8250	MIII	12	25252
Contig0006411	1	28804	MIII	12	25252
Contig0003824	1	33546	MIII	12	25252
Contig0000628	1	6247	MIII	12	25252
Contig0004510	1	18550	MIII	12	25252
Contig0002747	1	12833	MIII	12	25252
Contig0006038	1	43088	MIII	12	25252
Contig0007108	1	14383	MIII	12	25252
Contig0010381	1	38162	MIII	12	25252
Contig0003500	1	111157	MIII	12	25252
Contig0009342	1	365953	MIII	12	25252
Contig0008121	1	22769	MIII	12	25252
Contig0000992	1	7850	MIII	12	25252
Contig0004229	1	103711	MIII	12	25252
Contig0007892	1	42871	MIII	12	25252
Contig0003862	1	170613	MIII	12	25252
Contig0000454	1	4358	MIII	12	25252
Contig0001936	1	46978	MIII	12	25252
Contig0004797	1	76489	MIII	12	25252
Contig0011159	1	35896	MIII	12	25252
Contig0005147	1	29196	MIII	12	25252
Contig0001276	1	95425	MIII	12	25252
Contig0010809	1	39626	MIII	12	25252
Contig0005974	1	4023	MIII	12	25252
Contig0008204	1	304045	MIII	12	25252
Contig0009620	1	11813	MIII	12	25252
Contig0008832	1	18874	MIII	12	25252
Contig0009522	1	33745	MIII	12	25252
Contig0008564	1	115975	MIII	12	25252
Contig0008128	1	27929	MIII	12	25252
Contig0006339	1	18382	MIII	12	25252
Contig0003613	1	325419	MIII	12	25252
Contig0008431	1	185857	MIII	12	25252
Contig0005882	1	56355	MIII	12	25252
Contig0010764	1	389455	MIII	12	25252
Contig0007139	1	273708	MIII	12	25252
Contig0007949	1	25659	MIII	12	25252
Contig0006947	1	88933	MIII	12	25252
Contig0002734	1	9661	MIII	12	25252
Contig0008206	1	24448	MIII	12	25252
Contig0004037	1	51528	MIII	12	25252
Contig0003644	1	25371	MIII	12	25252
Contig0010173	1	7860	MIII	12	25252
Contig0004644	1	8631	MIII	12	25252
Contig0010308	1	32038	MIII	12	25252
Contig0009933	1	40172	MIII	12	25252
Contig0007639	1	20499	MIII	12	25252
Contig0006663	1	12259	MIII	12	25252
Contig0007443	1	9172	MIII	12	25252
Contig0001921	1	16128	MIII	12	25252
Contig0007978	1	125157	MIII	12	25252
Contig0008031	1	70404	MIII	12	25252
Contig0008096	1	4517	MIII	12	25252
Contig0010032	1	25726	MIII	12	25252
Contig0002038	1	10930	MIII	12	25252
Contig0009910	1	17919	MIII	12	25252
Contig0007395	1	6786	MIII	12	25252
Contig0011034	1	2604	MIII	12	25252
Contig0010700	1	120444	MIII	12	25252
Contig0000783	1	114383	MIII	12	25252
Contig0009892	1	22645	MIII	12	25252
Contig0001503	1	71468	MIII	12	25252
Contig0006248	1	18364	MIII	12	25252
Contig0004640	1	144157	MIII	12	25252
Contig0007557	1	12901	MIII	12	25252
Contig0007547	1	33849	MIII	12	25252
Contig0009587	1	31391	MIII	12	25252
Contig0009471	1	14207	MIII	12	25252
Contig0004305	1	28336	MIII	12	25252
Contig0004319	1	393323	MIII	12	25252
Contig0011275	1	1373	MIII	12	25252
Contig0010182	1	15905	MIII	12	25252
Contig0003805	1	21930	MIII	12	25252
Contig0006893	1	74435	MIII	12	25252
Contig0004405	1	22303	MIII	12	25252
Contig0001035	1	47612	MIII	12	25252
Contig0003704	1	62758	MIII	12	25252
Contig0001372	1	8589	MIII	12	25252
Contig0002919	1	30292	MIII	12	25252
Contig0008176	1	25955	MIII	12	25252
Contig0003993	1	32625	MIII	12	25252
Contig0010944	1	13105	MIII	12	25252
Contig0000673	1	23335	MIII	12	25252
Contig0004843	1	391731	MIII	12	25252
Contig0004636	1	34892	MIII	12	25252
Contig0000188	1	109738	MIII	12	25252
Contig0008059	1	39775	MIII	12	25252
Contig0008076	1	16663	MIII	12	25252
Contig0000418	1	57901	MIII	12	25252
Contig0002372	1	30669	MIII	12	25252
Contig0006581	1	33778	MIII	12	25252
Contig0005289	1	8691	MIII	12	25252
Contig0007013	1	17337	MIII	12	25252
Contig0011273	1	422964	MIII	12	25252
Contig0007088	1	19083	MIII	12	25252
Contig0008634	1	301164	MIII	12	25252
Contig0010984	1	14672	MIII	12	25252
Contig0000567	1	9782	MIII	12	25252
Contig0009447	1	16935	MIII	12	25252
Contig0001699	1	125439	MIII	12	25252
Contig0008114	1	10103	MIII	12	25252
Contig0011105	1	29802	MIII	12	25252
Contig0008148	1	43517	MIII	12	25252
Contig0009595	1	18317	MIII	12	25252
Contig0011115	1	331391	MIII	12	25252
Contig0004481	1	44535	MIII	12	25252
Contig0004563	1	182820	MIII	12	25252
Contig0007890	1	57668	MIII	12	25252
Contig0001779	1	142865	MIII	12	25252
Contig0007102	1	12738	MIII	12	25252
Contig0008216	1	60764	MIII	12	25252
Contig0003984	1	18507	MIII	12	25252
Contig0003593	1	15693	MIII	12	25252
Contig0011037	1	166673	MIII	12	25252
Contig0011217	1	39233	MIII	12	25252
Contig0003924	1	250786	MIII	12	25252
Contig0010453	1	75944	MIII	12	25252
Contig0003572	1	243207	MIII	12	25252
Contig0011027	1	14826	MIII	12	25252
Contig0008489	1	26528	MIII	12	25252
Contig0006825	1	22815	MIII	12	25252
Contig0007419	1	19914	MIII	12	25252
Contig0007405	1	35086	MIII	12	25252
Contig0005715	1	10254	MIII	12	25252
Contig0007262	1	12379	MIII	12	25252
Contig0006468	1	33274	MIII	12	25252
Contig0009668	1	33448	MIII	12	25252
Contig0004299	1	32822	MIII	12	25252
Contig0007394	1	142058	MIII	12	25252
Contig0001163	1	1278466	MIII	12	25252
Contig0004368	1	89045	MIII	12	25252
Contig0007620	1	66725	MIII	12	25252
Contig0000931	1	77929	MIII	12	25252
Contig0006409	1	20647	MIII	12	25252
Contig0010820	1	20381	MIII	12	25252
Contig0009412	1	51727	MIII	12	25252
Contig0000861	1	2558	MIII	12	25252
Contig0006560	1	19101	MIII	12	25252
Contig0000124	1	27648	MIII	12	25252
Contig0000143	1	20069	MIII	12	25252
Contig0010235	1	19092	MIII	12	25252
Contig0005631	1	34614	MIII	12	25252
Contig0010220	1	1909	MIII	12	25252
Contig0004497	1	14301	MIII	12	25252
Contig0001855	1	68615	MIII	12	25252
Contig0004832	1	14757	MIII	12	25252
Contig0010633	1	258859	MIII	12	25252
Contig0005082	1	48342	MIII	12	25252
Contig0001939	1	27285	MIII	12	25252
Contig0011156	1	10184	MIII	12	25252
Contig0002594	1	716084	MIII	12	25252
Contig0009256	1	116630	MIII	12	25252
Contig0000622	1	140046	MIII	12	25252
Contig0010044	1	7170	MIII	12	25252
Contig0001889	1	602584	MIII	12	25252
Contig0008399	1	14281	MIII	12	25252
Contig0002916	1	6456	MIII	12	25252
Contig0008915	1	26098	MIII	12	25252
Contig0007375	1	23524	MIII	12	25252
Contig0008788	1	51851	MIII	12	25252
Contig0003260	1	59325	MIII	12	25252
Contig0004928	1	13527	MIII	12	25252
Contig0001771	1	6472	MIII	12	25252
Contig0003065	1	119666	MIII	12	25252
Contig0003230	1	89252	MIII	12	25252
Contig0004118	1	8798	MIII	12	25252
Contig0003107	1	37622	MIII	12	25252
Contig0009967	1	56401	MIII	12	25252
Contig0000474	1	20619	MIII	12	25252
Contig0010502	1	44468	MIII	12	25252
Contig0010581	1	212433	MIII	12	25252
Contig0009850	1	9072	MIII	12	25252
Contig0007259	1	13606	MIII	12	25252
Contig0009495	1	34028	MIII	12	25252
Contig0010102	1	10380	MIII	12	25252
Contig0009740	1	32694	MIII	12	25252
Contig0007032	1	66858	MIII	12	25252
Contig0008116	1	58108	MIII	12	25252
Contig0005769	1	32965	MIII	12	25252
Contig0003252	1	9183	MIII	12	25252
Contig0008862	1	33153	MIII	12	25252
Contig0009874	1	304577	MIII	12	25252
Contig0004287	1	115171	MIII	12	25252
Contig0002873	1	23043	MIII	12	25252
Contig0007879	1	10372	MIII	12	25252
Contig0003793	1	22023	MIII	12	25252
Contig0001336	1	152700	MIII	12	25252
Contig0010249	1	18413	MIII	12	25252
Contig0010957	1	78611	MIII	12	25252
Contig0007271	1	144080	MIII	12	25252
Contig0009634	1	41323	MIII	12	25252
Contig0009758	1	106345	MIII	12	25252
Contig0000260	1	103031	MIII	12	25252
Contig0004446	1	22748	MIII	12	25252
Contig0003023	1	129637	MIII	12	25252
Contig0003415	1	14383	MIII	12	25252
Contig0004540	1	84026	MIII	12	25252
Contig0001703	1	32212	MIII	12	25252
Contig0007714	1	49319	MIII	12	25252
Contig0008826	1	17573	MIII	12	25252
Contig0000790	1	14062	MIII	12	25252
Contig0007797	1	684827	MIII	12	25252
Contig0004906	1	9615	MIII	12	25252
Contig0009205	1	96998	MIII	12	25252
Contig0004755	1	8864	MIII	12	25252
Contig0001206	1	14727	MIII	12	25252
Contig0010299	1	20990	MIII	12	25252
Contig0005158	1	14291	MIII	12	25252
Contig0002365	1	15742	MIII	12	25252
Contig0005341	1	16332	MIII	12	25252
Contig0010761	1	43664	MIII	12	25252
Contig0011054	1	383920	MIII	12	25252
Contig0003314	1	31309	MIII	12	25252
Contig0001021	1	28128	MIII	12	25252
Contig0001086	1	24790	MIII	12	25252
Contig0007454	1	77988	MIII	12	25252
Contig0010600	1	15723	MIII	12	25252
Contig0004642	1	16417	MIII	12	25252
Contig0010768	1	2757	MIII	12	25252
Contig0006997	1	43188	MIII	12	25252
Contig0009956	1	45756	MIII	12	25252
Contig0000624	1	41180	MIII	12	25252
Contig0007761	1	42323	MIII	12	25252
Contig0006959	1	69567	MIII	12	25252
Contig0011041	1	9347	MIII	12	25252
Contig0005872	1	12104	MIII	12	25252
Contig0002863	1	58934	MIII	12	25252
Contig0002737	1	52212	MIII	12	25252
Contig0007632	1	24959	MIII	12	25252
Contig0010572	1	9018	MIII	12	25252
Contig0005209	1	98560	MIII	12	25252
Contig0006999	1	138083	MIII	12	25252
Contig0005215	1	33679	MIII	12	25252
Contig0009579	1	514053	MIII	12	25252
Contig0008379	1	25364	MIII	12	25252
Contig0008993	1	60604	MIII	12	25252
Contig0000974	1	13542	MIII	12	25252
Contig0009825	1	407696	MIII	12	25252
Contig0008540	1	43827	MIII	12	25252
Contig0009631	1	47142	MIII	12	25252
Contig0002640	1	117904	MIII	12	25252
Contig0002993	1	522141	MIII	12	25252
Contig0003327	1	19151	MIII	12	25252
Contig0002722	1	38194	MIII	12	25252
Contig0008544	1	15400	MIII	12	25252
Contig0005636	1	19214	MIII	12	25252
Contig0007525	1	23106	MIII	12	25252
Contig0007970	1	308418	MIII	12	25252
Contig0002470	1	48602	MIII	12	25252
Contig0002599	1	70615	MIII	12	25252
Contig0001049	1	377878	MIII	12	25252
Contig0001066	1	14961	MIII	12	25252
Contig0003369	1	45167	MIII	12	25252
Contig0004769	1	41358	MIII	12	25252
Contig0006144	1	19026	MIII	12	25252
Contig0008124	1	33714	MIII	12	25252
Contig0000740	1	9455	MIII	12	25252
Contig0004430	1	336582	MIII	12	25252
Contig0010181	1	59760	MIII	12	25252
Contig0002948	1	101572	MIII	12	25252
Contig0004997	1	125714	MIII	12	25252
Contig0001224	1	61581	MIII	12	25252
Contig0008098	1	12723	MIII	12	25252
Contig0006310	1	10840	MIII	12	25252
Contig0008045	1	37833	MIII	12	25252
Contig0011006	1	17318	MIII	12	25252
Contig0000084	1	63359	MIII	12	25252
Contig0000652	1	441180	MIII	12	25252
Contig0009187	1	22663	MIII	12	25252
Contig0005633	1	43246	MIII	12	25252
Contig0011031	1	53499	MIII	12	25252
Contig0003556	1	84880	MIII	12	25252
Contig0010491	1	16532	MIII	12	25252
Contig0007081	1	111553	MIII	12	25252
Contig0001830	1	66230	MIII	12	25252
Contig0005032	1	17333	MIII	12	25252
Contig0007642	1	43431	MIII	12	25252
Contig0006769	1	56420	MIII	12	25252
Contig0003099	1	84273	MIII	12	25252
