Chr	Start	End	species	size	color
AQPM01041266	1	2726	aabys	12	25252
AQPM01041267	1	2711	aabys	12	25252
AQPM01041268	1	2781	aabys	12	25252
AQPM01041269	1	2737	aabys	12	25252
AQPM01041270	1	2780	aabys	12	25252
AQPM01041271	1	2666	aabys	12	25252
AQPM01041272	1	2746	aabys	12	25252
AQPM01041273	1	2778	aabys	12	25252
AQPM01041274	1	2767	aabys	12	25252
AQPM01041275	1	2717	aabys	12	25252
AQPM01041276	1	2717	aabys	12	25252
AQPM01041277	1	2769	aabys	12	25252
AQPM01041278	1	2728	aabys	12	25252
AQPM01041279	1	2668	aabys	12	25252
AQPM01041280	1	2776	aabys	12	25252
AQPM01041281	1	2775	aabys	12	25252
AQPM01041282	1	2719	aabys	12	25252
AQPM01041283	1	2722	aabys	12	25252
AQPM01041284	1	2774	aabys	12	25252
AQPM01041285	1	2723	aabys	12	25252
AQPM01041286	1	4285	aabys	12	25252
AQPM01041287	1	2721	aabys	12	25252
AQPM01041288	1	2740	aabys	12	25252
AQPM01041289	1	2734	aabys	12	25252
AQPM01041290	1	2772	aabys	12	25252
AQPM01041291	1	4541	aabys	12	25252
AQPM01041292	1	2772	aabys	12	25252
AQPM01041293	1	2772	aabys	12	25252
AQPM01041294	1	2719	aabys	12	25252
AQPM01041295	1	2772	aabys	12	25252
AQPM01041296	1	2771	aabys	12	25252
AQPM01041297	1	2711	aabys	12	25252
AQPM01041298	1	2623	aabys	12	25252
AQPM01041299	1	2771	aabys	12	25252
AQPM01041300	1	2770	aabys	12	25252
AQPM01041301	1	2715	aabys	12	25252
AQPM01041302	1	2768	aabys	12	25252
AQPM01041303	1	4499	aabys	12	25252
AQPM01041304	1	2764	aabys	12	25252
AQPM01041305	1	2707	aabys	12	25252
AQPM01041306	1	2765	aabys	12	25252
AQPM01041307	1	2764	aabys	12	25252
AQPM01041308	1	2711	aabys	12	25252
AQPM01041309	1	2762	aabys	12	25252
AQPM01041310	1	2761	aabys	12	25252
AQPM01041311	1	2761	aabys	12	25252
AQPM01041312	1	2761	aabys	12	25252
AQPM01041313	1	2760	aabys	12	25252
AQPM01041314	1	2760	aabys	12	25252
AQPM01041315	1	2708	aabys	12	25252
AQPM01041316	1	3033	aabys	12	25252
AQPM01041317	1	2605	aabys	12	25252
AQPM01041318	1	2757	aabys	12	25252
AQPM01041319	1	2757	aabys	12	25252
AQPM01041320	1	2758	aabys	12	25252
AQPM01041321	1	2757	aabys	12	25252
AQPM01041322	1	2756	aabys	12	25252
AQPM01041323	1	4661	aabys	12	25252
AQPM01041324	1	4434	aabys	12	25252
AQPM01041325	1	2755	aabys	12	25252
AQPM01041326	1	2701	aabys	12	25252
AQPM01041327	1	2755	aabys	12	25252
AQPM01041328	1	2723	aabys	12	25252
AQPM01041329	1	2755	aabys	12	25252
AQPM01041330	1	2713	aabys	12	25252
AQPM01041331	1	2754	aabys	12	25252
AQPM01041332	1	2659	aabys	12	25252
AQPM01041333	1	2723	aabys	12	25252
AQPM01041334	1	4684	aabys	12	25252
AQPM01041335	1	2691	aabys	12	25252
AQPM01041336	1	2738	aabys	12	25252
AQPM01041337	1	2747	aabys	12	25252
AQPM01041338	1	2752	aabys	12	25252
AQPM01041339	1	2749	aabys	12	25252
AQPM01041340	1	2750	aabys	12	25252
AQPM01041341	1	2691	aabys	12	25252
AQPM01041342	1	2750	aabys	12	25252
AQPM01041343	1	4400	aabys	12	25252
AQPM01041344	1	2747	aabys	12	25252
AQPM01041345	1	2596	aabys	12	25252
AQPM01041346	1	2699	aabys	12	25252
AQPM01041347	1	2715	aabys	12	25252
AQPM01041348	1	2688	aabys	12	25252
AQPM01041349	1	2673	aabys	12	25252
AQPM01041350	1	2746	aabys	12	25252
AQPM01041351	1	2746	aabys	12	25252
AQPM01041352	1	2745	aabys	12	25252
AQPM01041353	1	2743	aabys	12	25252
AQPM01041354	1	4430	aabys	12	25252
AQPM01041355	1	2685	aabys	12	25252
AQPM01041356	1	2742	aabys	12	25252
AQPM01041357	1	2640	aabys	12	25252
AQPM01041358	1	2741	aabys	12	25252
AQPM01041359	1	2690	aabys	12	25252
AQPM01041360	1	2709	aabys	12	25252
AQPM01041361	1	2465	aabys	12	25252
AQPM01041362	1	2657	aabys	12	25252
AQPM01041363	1	2698	aabys	12	25252
AQPM01041364	1	2681	aabys	12	25252
AQPM01041365	1	2740	aabys	12	25252
AQPM01041366	1	2726	aabys	12	25252
AQPM01041367	1	2739	aabys	12	25252
AQPM01041368	1	2739	aabys	12	25252
AQPM01041369	1	2703	aabys	12	25252
AQPM01041370	1	2649	aabys	12	25252
AQPM01041371	1	2738	aabys	12	25252
AQPM01041372	1	2733	aabys	12	25252
AQPM01041373	1	2640	aabys	12	25252
AQPM01041374	1	4695	aabys	12	25252
AQPM01041375	1	2734	aabys	12	25252
AQPM01041376	1	2683	aabys	12	25252
AQPM01041377	1	2732	aabys	12	25252
AQPM01041378	1	2695	aabys	12	25252
AQPM01041379	1	2727	aabys	12	25252
AQPM01041380	1	2725	aabys	12	25252
AQPM01041381	1	2680	aabys	12	25252
AQPM01041382	1	2705	aabys	12	25252
AQPM01041383	1	2729	aabys	12	25252
AQPM01041384	1	2729	aabys	12	25252
AQPM01041385	1	2728	aabys	12	25252
AQPM01041386	1	2674	aabys	12	25252
AQPM01041387	1	2728	aabys	12	25252
AQPM01041388	1	2669	aabys	12	25252
AQPM01041389	1	2727	aabys	12	25252
AQPM01041390	1	2669	aabys	12	25252
AQPM01041391	1	2718	aabys	12	25252
AQPM01041392	1	2724	aabys	12	25252
AQPM01041393	1	2680	aabys	12	25252
AQPM01041394	1	2622	aabys	12	25252
AQPM01041395	1	2724	aabys	12	25252
AQPM01041396	1	2699	aabys	12	25252
AQPM01041397	1	2724	aabys	12	25252
AQPM01041398	1	3196	aabys	12	25252
AQPM01041399	1	2608	aabys	12	25252
AQPM01041400	1	2650	aabys	12	25252
AQPM01041401	1	2721	aabys	12	25252
AQPM01041402	1	2679	aabys	12	25252
AQPM01041403	1	2661	aabys	12	25252
AQPM01041404	1	2718	aabys	12	25252
AQPM01041405	1	2680	aabys	12	25252
AQPM01041406	1	2658	aabys	12	25252
AQPM01041407	1	2718	aabys	12	25252
AQPM01041408	1	2717	aabys	12	25252
AQPM01041409	1	2717	aabys	12	25252
AQPM01041410	1	2711	aabys	12	25252
AQPM01041411	1	2716	aabys	12	25252
AQPM01041412	1	2715	aabys	12	25252
AQPM01041413	1	2715	aabys	12	25252
AQPM01041414	1	2657	aabys	12	25252
AQPM01041415	1	2714	aabys	12	25252
AQPM01041416	1	2714	aabys	12	25252
AQPM01041417	1	2714	aabys	12	25252
AQPM01041418	1	2656	aabys	12	25252
AQPM01041419	1	2661	aabys	12	25252
AQPM01041420	1	2712	aabys	12	25252
AQPM01041421	1	2828	aabys	12	25252
AQPM01041422	1	2673	aabys	12	25252
AQPM01041423	1	2448	aabys	12	25252
AQPM01041424	1	2671	aabys	12	25252
AQPM01041425	1	2562	aabys	12	25252
AQPM01041426	1	2708	aabys	12	25252
AQPM01041427	1	2707	aabys	12	25252
AQPM01041428	1	2707	aabys	12	25252
AQPM01041429	1	2666	aabys	12	25252
AQPM01041430	1	2611	aabys	12	25252
AQPM01041431	1	2655	aabys	12	25252
AQPM01041432	1	3051	aabys	12	25252
AQPM01041433	1	2667	aabys	12	25252
AQPM01041434	1	2704	aabys	12	25252
AQPM01041435	1	2682	aabys	12	25252
AQPM01041436	1	2703	aabys	12	25252
AQPM01041437	1	2661	aabys	12	25252
AQPM01041438	1	2702	aabys	12	25252
AQPM01041439	1	2646	aabys	12	25252
AQPM01041440	1	2702	aabys	12	25252
AQPM01041441	1	2702	aabys	12	25252
AQPM01041442	1	2586	aabys	12	25252
AQPM01041443	1	4419	aabys	12	25252
AQPM01041444	1	2698	aabys	12	25252
AQPM01041445	1	2701	aabys	12	25252
AQPM01041446	1	2700	aabys	12	25252
AQPM01041447	1	2700	aabys	12	25252
AQPM01041448	1	2699	aabys	12	25252
AQPM01041449	1	2697	aabys	12	25252
AQPM01041450	1	2678	aabys	12	25252
AQPM01041451	1	4251	aabys	12	25252
AQPM01041452	1	2698	aabys	12	25252
AQPM01041453	1	4768	aabys	12	25252
AQPM01041454	1	2697	aabys	12	25252
AQPM01041455	1	2697	aabys	12	25252
AQPM01041456	1	2697	aabys	12	25252
AQPM01041457	1	4597	aabys	12	25252
AQPM01041458	1	4620	aabys	12	25252
AQPM01041459	1	2634	aabys	12	25252
AQPM01041460	1	2695	aabys	12	25252
AQPM01041461	1	4413	aabys	12	25252
AQPM01041462	1	2694	aabys	12	25252
AQPM01041463	1	2648	aabys	12	25252
AQPM01041464	1	4316	aabys	12	25252
AQPM01041465	1	2692	aabys	12	25252
AQPM01041466	1	2691	aabys	12	25252
AQPM01041467	1	2631	aabys	12	25252
AQPM01041468	1	2628	aabys	12	25252
AQPM01041469	1	2566	aabys	12	25252
AQPM01041470	1	4568	aabys	12	25252
AQPM01041471	1	2693	aabys	12	25252
AQPM01041472	1	2688	aabys	12	25252
AQPM01041473	1	2687	aabys	12	25252
AQPM01041474	1	2575	aabys	12	25252
AQPM01041475	1	2651	aabys	12	25252
AQPM01041476	1	2685	aabys	12	25252
AQPM01041477	1	2685	aabys	12	25252
AQPM01041478	1	2638	aabys	12	25252
AQPM01041479	1	2634	aabys	12	25252
AQPM01041480	1	2684	aabys	12	25252
AQPM01041481	1	2626	aabys	12	25252
AQPM01041482	1	4236	aabys	12	25252
AQPM01041483	1	2596	aabys	12	25252
AQPM01041484	1	2681	aabys	12	25252
AQPM01041485	1	2678	aabys	12	25252
AQPM01041486	1	2679	aabys	12	25252
AQPM01041487	1	2621	aabys	12	25252
AQPM01041488	1	2620	aabys	12	25252
AQPM01041489	1	2617	aabys	12	25252
AQPM01041490	1	2631	aabys	12	25252
AQPM01041491	1	2676	aabys	12	25252
AQPM01041492	1	2675	aabys	12	25252
AQPM01041493	1	2675	aabys	12	25252
AQPM01041494	1	2675	aabys	12	25252
AQPM01041495	1	2674	aabys	12	25252
AQPM01041496	1	2642	aabys	12	25252
AQPM01041497	1	2677	aabys	12	25252
AQPM01041498	1	2672	aabys	12	25252
AQPM01041499	1	2671	aabys	12	25252
AQPM01041500	1	2664	aabys	12	25252
AQPM01041501	1	2671	aabys	12	25252
AQPM01041502	1	2615	aabys	12	25252
AQPM01041503	1	2556	aabys	12	25252
AQPM01041504	1	2635	aabys	12	25252
AQPM01041505	1	2613	aabys	12	25252
AQPM01041506	1	2669	aabys	12	25252
AQPM01041507	1	2668	aabys	12	25252
AQPM01041508	1	2668	aabys	12	25252
AQPM01041509	1	2668	aabys	12	25252
AQPM01041510	1	2610	aabys	12	25252
AQPM01041511	1	2604	aabys	12	25252
AQPM01041512	1	4308	aabys	12	25252
AQPM01041513	1	2607	aabys	12	25252
AQPM01041514	1	2668	aabys	12	25252
AQPM01041515	1	2650	aabys	12	25252
AQPM01041516	1	2609	aabys	12	25252
AQPM01041517	1	2649	aabys	12	25252
AQPM01041518	1	2656	aabys	12	25252
AQPM01041519	1	2666	aabys	12	25252
AQPM01041520	1	2666	aabys	12	25252
AQPM01041521	1	2607	aabys	12	25252
AQPM01041522	1	2666	aabys	12	25252
AQPM01041523	1	2607	aabys	12	25252
AQPM01041524	1	2664	aabys	12	25252
AQPM01041525	1	2663	aabys	12	25252
AQPM01041526	1	2592	aabys	12	25252
AQPM01041527	1	2623	aabys	12	25252
AQPM01041528	1	2601	aabys	12	25252
AQPM01041529	1	2661	aabys	12	25252
AQPM01041530	1	2661	aabys	12	25252
AQPM01041531	1	2661	aabys	12	25252
AQPM01041532	1	2618	aabys	12	25252
AQPM01041533	1	2638	aabys	12	25252
AQPM01041534	1	2658	aabys	12	25252
AQPM01041535	1	2626	aabys	12	25252
AQPM01041536	1	2658	aabys	12	25252
AQPM01041537	1	2657	aabys	12	25252
AQPM01041538	1	2657	aabys	12	25252
AQPM01041539	1	2656	aabys	12	25252
AQPM01041540	1	2656	aabys	12	25252
AQPM01041541	1	2595	aabys	12	25252
AQPM01041542	1	2654	aabys	12	25252
AQPM01041543	1	2644	aabys	12	25252
AQPM01041544	1	2628	aabys	12	25252
AQPM01041545	1	2652	aabys	12	25252
AQPM01041546	1	2651	aabys	12	25252
AQPM01041547	1	2607	aabys	12	25252
AQPM01041548	1	2614	aabys	12	25252
AQPM01041549	1	1921	aabys	12	25252
AQPM01041550	1	2650	aabys	12	25252
AQPM01041551	1	2650	aabys	12	25252
AQPM01041552	1	2601	aabys	12	25252
AQPM01041553	1	2558	aabys	12	25252
AQPM01041554	1	2603	aabys	12	25252
AQPM01041555	1	2642	aabys	12	25252
AQPM01041556	1	2648	aabys	12	25252
AQPM01041557	1	2604	aabys	12	25252
AQPM01041558	1	2647	aabys	12	25252
AQPM01041559	1	2532	aabys	12	25252
AQPM01041560	1	2551	aabys	12	25252
AQPM01041561	1	4379	aabys	12	25252
AQPM01041562	1	2645	aabys	12	25252
AQPM01041563	1	2608	aabys	12	25252
AQPM01041564	1	2644	aabys	12	25252
AQPM01041565	1	2643	aabys	12	25252
AQPM01041566	1	2643	aabys	12	25252
AQPM01041567	1	2643	aabys	12	25252
AQPM01041568	1	2643	aabys	12	25252
AQPM01041569	1	2642	aabys	12	25252
AQPM01041570	1	2599	aabys	12	25252
AQPM01041571	1	2647	aabys	12	25252
AQPM01041572	1	2641	aabys	12	25252
AQPM01041573	1	2592	aabys	12	25252
AQPM01041574	1	2642	aabys	12	25252
AQPM01041575	1	2609	aabys	12	25252
AQPM01041576	1	2638	aabys	12	25252
AQPM01041577	1	2638	aabys	12	25252
AQPM01041578	1	2578	aabys	12	25252
AQPM01041579	1	2636	aabys	12	25252
AQPM01041580	1	2638	aabys	12	25252
AQPM01041581	1	2586	aabys	12	25252
AQPM01041582	1	2637	aabys	12	25252
AQPM01041583	1	2578	aabys	12	25252
AQPM01041584	1	2636	aabys	12	25252
AQPM01041585	1	2586	aabys	12	25252
AQPM01041586	1	4252	aabys	12	25252
AQPM01041587	1	2590	aabys	12	25252
AQPM01041588	1	2635	aabys	12	25252
AQPM01041589	1	2594	aabys	12	25252
AQPM01041590	1	2635	aabys	12	25252
AQPM01041591	1	2634	aabys	12	25252
AQPM01041592	1	2573	aabys	12	25252
AQPM01041593	1	2634	aabys	12	25252
AQPM01041594	1	2633	aabys	12	25252
AQPM01041595	1	2527	aabys	12	25252
AQPM01041596	1	2580	aabys	12	25252
AQPM01041597	1	2570	aabys	12	25252
AQPM01041598	1	2631	aabys	12	25252
AQPM01041599	1	2630	aabys	12	25252
AQPM01041600	1	2613	aabys	12	25252
AQPM01041601	1	2573	aabys	12	25252
AQPM01041602	1	2629	aabys	12	25252
AQPM01041603	1	2606	aabys	12	25252
AQPM01041604	1	2629	aabys	12	25252
AQPM01041605	1	2627	aabys	12	25252
AQPM01041606	1	2567	aabys	12	25252
AQPM01041607	1	2598	aabys	12	25252
AQPM01041608	1	2610	aabys	12	25252
AQPM01041609	1	2626	aabys	12	25252
AQPM01041610	1	2504	aabys	12	25252
AQPM01041611	1	2622	aabys	12	25252
AQPM01041612	1	2616	aabys	12	25252
AQPM01041613	1	2584	aabys	12	25252
AQPM01041614	1	2624	aabys	12	25252
AQPM01041615	1	2623	aabys	12	25252
AQPM01041616	1	2561	aabys	12	25252
AQPM01041617	1	2622	aabys	12	25252
AQPM01041618	1	2611	aabys	12	25252
AQPM01041619	1	2622	aabys	12	25252
AQPM01041620	1	4158	aabys	12	25252
AQPM01041621	1	2622	aabys	12	25252
AQPM01041622	1	2566	aabys	12	25252
AQPM01041623	1	2583	aabys	12	25252
AQPM01041624	1	2620	aabys	12	25252
AQPM01041625	1	2565	aabys	12	25252
AQPM01041626	1	2620	aabys	12	25252
AQPM01041627	1	2620	aabys	12	25252
AQPM01041628	1	2660	aabys	12	25252
AQPM01041629	1	2591	aabys	12	25252
AQPM01041630	1	2574	aabys	12	25252
AQPM01041631	1	2526	aabys	12	25252
AQPM01041632	1	2618	aabys	12	25252
AQPM01041633	1	2577	aabys	12	25252
AQPM01041634	1	2616	aabys	12	25252
AQPM01041635	1	4496	aabys	12	25252
AQPM01041636	1	2535	aabys	12	25252
AQPM01041637	1	3321	aabys	12	25252
AQPM01041638	1	2614	aabys	12	25252
AQPM01041639	1	2617	aabys	12	25252
AQPM01041640	1	2617	aabys	12	25252
AQPM01041641	1	2616	aabys	12	25252
AQPM01041642	1	2560	aabys	12	25252
AQPM01041643	1	2614	aabys	12	25252
AQPM01041644	1	2575	aabys	12	25252
AQPM01041645	1	2613	aabys	12	25252
AQPM01041646	1	2516	aabys	12	25252
AQPM01041647	1	2568	aabys	12	25252
AQPM01041648	1	2612	aabys	12	25252
AQPM01041649	1	2600	aabys	12	25252
AQPM01041650	1	2588	aabys	12	25252
AQPM01041651	1	2612	aabys	12	25252
AQPM01041652	1	2092	aabys	12	25252
AQPM01041653	1	2549	aabys	12	25252
AQPM01041654	1	2610	aabys	12	25252
AQPM01041655	1	2550	aabys	12	25252
AQPM01041656	1	2532	aabys	12	25252
AQPM01041657	1	2361	aabys	12	25252
AQPM01041658	1	2608	aabys	12	25252
AQPM01041659	1	2608	aabys	12	25252
AQPM01041660	1	2596	aabys	12	25252
AQPM01041661	1	2556	aabys	12	25252
AQPM01041662	1	2540	aabys	12	25252
AQPM01041663	1	2606	aabys	12	25252
AQPM01041664	1	2563	aabys	12	25252
AQPM01041665	1	2605	aabys	12	25252
AQPM01041666	1	2545	aabys	12	25252
AQPM01041667	1	2568	aabys	12	25252
AQPM01041668	1	2302	aabys	12	25252
AQPM01041669	1	2602	aabys	12	25252
AQPM01041670	1	2602	aabys	12	25252
AQPM01041671	1	2549	aabys	12	25252
AQPM01041672	1	2545	aabys	12	25252
AQPM01041673	1	2551	aabys	12	25252
AQPM01041674	1	2600	aabys	12	25252
AQPM01041675	1	2600	aabys	12	25252
AQPM01041676	1	2545	aabys	12	25252
AQPM01041677	1	2540	aabys	12	25252
AQPM01041678	1	2596	aabys	12	25252
AQPM01041679	1	2596	aabys	12	25252
AQPM01041680	1	2596	aabys	12	25252
AQPM01041681	1	2595	aabys	12	25252
AQPM01041682	1	2597	aabys	12	25252
AQPM01041683	1	2594	aabys	12	25252
AQPM01041684	1	2594	aabys	12	25252
AQPM01041685	1	2542	aabys	12	25252
AQPM01041686	1	2497	aabys	12	25252
AQPM01041687	1	4418	aabys	12	25252
AQPM01041688	1	2536	aabys	12	25252
AQPM01041689	1	2530	aabys	12	25252
AQPM01041690	1	2540	aabys	12	25252
AQPM01041691	1	2592	aabys	12	25252
AQPM01041692	1	2589	aabys	12	25252
AQPM01041693	1	2477	aabys	12	25252
AQPM01041694	1	2562	aabys	12	25252
AQPM01041695	1	4509	aabys	12	25252
AQPM01041696	1	2482	aabys	12	25252
AQPM01041697	1	2500	aabys	12	25252
AQPM01041698	1	2587	aabys	12	25252
AQPM01041699	1	2587	aabys	12	25252
AQPM01041700	1	2557	aabys	12	25252
AQPM01041701	1	2524	aabys	12	25252
AQPM01041702	1	2538	aabys	12	25252
AQPM01041703	1	2585	aabys	12	25252
AQPM01041704	1	2582	aabys	12	25252
AQPM01041705	1	2584	aabys	12	25252
AQPM01041706	1	2542	aabys	12	25252
AQPM01041707	1	2533	aabys	12	25252
AQPM01041708	1	2526	aabys	12	25252
AQPM01041709	1	2528	aabys	12	25252
AQPM01041710	1	2583	aabys	12	25252
AQPM01041711	1	2582	aabys	12	25252
AQPM01041712	1	2582	aabys	12	25252
AQPM01041713	1	2582	aabys	12	25252
AQPM01041714	1	2582	aabys	12	25252
AQPM01041715	1	4391	aabys	12	25252
AQPM01041716	1	2581	aabys	12	25252
AQPM01041717	1	2524	aabys	12	25252
AQPM01041718	1	2559	aabys	12	25252
AQPM01041719	1	2510	aabys	12	25252
AQPM01041720	1	2579	aabys	12	25252
AQPM01041721	1	2387	aabys	12	25252
AQPM01041722	1	2579	aabys	12	25252
AQPM01041723	1	2579	aabys	12	25252
AQPM01041724	1	2233	aabys	12	25252
AQPM01041725	1	2577	aabys	12	25252
AQPM01041726	1	4091	aabys	12	25252
AQPM01041727	1	2546	aabys	12	25252
AQPM01041728	1	2578	aabys	12	25252
AQPM01041729	1	2576	aabys	12	25252
AQPM01041730	1	2576	aabys	12	25252
AQPM01041731	1	2576	aabys	12	25252
AQPM01041732	1	2529	aabys	12	25252
AQPM01041733	1	2539	aabys	12	25252
AQPM01041734	1	2557	aabys	12	25252
AQPM01041735	1	2543	aabys	12	25252
AQPM01041736	1	2457	aabys	12	25252
AQPM01041737	1	2527	aabys	12	25252
AQPM01041738	1	2572	aabys	12	25252
AQPM01041739	1	2572	aabys	12	25252
AQPM01041740	1	2571	aabys	12	25252
AQPM01041741	1	2491	aabys	12	25252
AQPM01041742	1	2570	aabys	12	25252
AQPM01041743	1	2523	aabys	12	25252
AQPM01041744	1	2553	aabys	12	25252
AQPM01041745	1	2507	aabys	12	25252
AQPM01041746	1	2568	aabys	12	25252
AQPM01041747	1	2513	aabys	12	25252
AQPM01041748	1	2506	aabys	12	25252
AQPM01041749	1	2566	aabys	12	25252
AQPM01041750	1	4263	aabys	12	25252
AQPM01041751	1	2566	aabys	12	25252
AQPM01041752	1	2565	aabys	12	25252
AQPM01041753	1	2565	aabys	12	25252
AQPM01041754	1	2565	aabys	12	25252
AQPM01041755	1	2506	aabys	12	25252
AQPM01041756	1	2548	aabys	12	25252
AQPM01041757	1	2529	aabys	12	25252
AQPM01041758	1	2562	aabys	12	25252
AQPM01041759	1	2499	aabys	12	25252
AQPM01041760	1	2500	aabys	12	25252
AQPM01041761	1	2448	aabys	12	25252
AQPM01041762	1	2547	aabys	12	25252
AQPM01041763	1	2560	aabys	12	25252
AQPM01041764	1	2560	aabys	12	25252
AQPM01041765	1	2504	aabys	12	25252
AQPM01041766	1	2453	aabys	12	25252
AQPM01041767	1	2513	aabys	12	25252
AQPM01041768	1	2560	aabys	12	25252
AQPM01041769	1	2547	aabys	12	25252
AQPM01041770	1	2500	aabys	12	25252
AQPM01041771	1	2558	aabys	12	25252
AQPM01041772	1	2558	aabys	12	25252
AQPM01041773	1	2558	aabys	12	25252
AQPM01041774	1	2557	aabys	12	25252
AQPM01041775	1	2557	aabys	12	25252
AQPM01041776	1	2497	aabys	12	25252
AQPM01041777	1	2556	aabys	12	25252
AQPM01041778	1	2556	aabys	12	25252
AQPM01041779	1	2555	aabys	12	25252
AQPM01041780	1	2419	aabys	12	25252
AQPM01041781	1	2556	aabys	12	25252
AQPM01041782	1	2512	aabys	12	25252
AQPM01041783	1	2546	aabys	12	25252
AQPM01041784	1	2516	aabys	12	25252
AQPM01041785	1	2492	aabys	12	25252
AQPM01041786	1	2553	aabys	12	25252
AQPM01041787	1	2543	aabys	12	25252
AQPM01041788	1	4590	aabys	12	25252
AQPM01041789	1	2552	aabys	12	25252
AQPM01041790	1	2552	aabys	12	25252
AQPM01041791	1	4713	aabys	12	25252
AQPM01041792	1	2551	aabys	12	25252
AQPM01041793	1	2551	aabys	12	25252
AQPM01041794	1	2539	aabys	12	25252
AQPM01041795	1	2542	aabys	12	25252
AQPM01041796	1	2550	aabys	12	25252
AQPM01041797	1	2549	aabys	12	25252
AQPM01041798	1	2497	aabys	12	25252
AQPM01041799	1	2547	aabys	12	25252
AQPM01041800	1	2549	aabys	12	25252
AQPM01041801	1	2549	aabys	12	25252
AQPM01041802	1	4727	aabys	12	25252
AQPM01041803	1	2547	aabys	12	25252
AQPM01041804	1	2547	aabys	12	25252
AQPM01041805	1	2491	aabys	12	25252
AQPM01041806	1	2490	aabys	12	25252
AQPM01041807	1	2545	aabys	12	25252
AQPM01041808	1	2545	aabys	12	25252
AQPM01041809	1	2545	aabys	12	25252
AQPM01041810	1	4010	aabys	12	25252
AQPM01041811	1	2544	aabys	12	25252
AQPM01041812	1	2491	aabys	12	25252
AQPM01041813	1	2543	aabys	12	25252
AQPM01041814	1	2460	aabys	12	25252
AQPM01041815	1	2541	aabys	12	25252
AQPM01041816	1	2541	aabys	12	25252
AQPM01041817	1	4704	aabys	12	25252
AQPM01041818	1	2478	aabys	12	25252
AQPM01041819	1	2539	aabys	12	25252
AQPM01041820	1	2539	aabys	12	25252
AQPM01041821	1	2486	aabys	12	25252
AQPM01041822	1	2282	aabys	12	25252
AQPM01041823	1	2537	aabys	12	25252
AQPM01041824	1	2538	aabys	12	25252
AQPM01041825	1	2529	aabys	12	25252
AQPM01041826	1	2535	aabys	12	25252
AQPM01041827	1	2499	aabys	12	25252
AQPM01041828	1	2536	aabys	12	25252
AQPM01041829	1	2535	aabys	12	25252
AQPM01041830	1	2430	aabys	12	25252
AQPM01041831	1	2478	aabys	12	25252
AQPM01041832	1	2481	aabys	12	25252
AQPM01041833	1	2452	aabys	12	25252
AQPM01041834	1	2532	aabys	12	25252
AQPM01041835	1	2539	aabys	12	25252
AQPM01041836	1	2531	aabys	12	25252
AQPM01041837	1	2531	aabys	12	25252
AQPM01041838	1	2530	aabys	12	25252
AQPM01041839	1	2486	aabys	12	25252
AQPM01041840	1	2529	aabys	12	25252
AQPM01041841	1	2528	aabys	12	25252
AQPM01041842	1	2516	aabys	12	25252
AQPM01041843	1	2525	aabys	12	25252
AQPM01041844	1	2526	aabys	12	25252
AQPM01041845	1	2506	aabys	12	25252
AQPM01041846	1	2526	aabys	12	25252
AQPM01041847	1	2475	aabys	12	25252
AQPM01041848	1	2465	aabys	12	25252
AQPM01041849	1	2484	aabys	12	25252
AQPM01041850	1	2491	aabys	12	25252
AQPM01041851	1	2523	aabys	12	25252
AQPM01041852	1	2522	aabys	12	25252
AQPM01041853	1	2675	aabys	12	25252
AQPM01041854	1	2471	aabys	12	25252
AQPM01041855	1	2521	aabys	12	25252
AQPM01041856	1	2520	aabys	12	25252
AQPM01041857	1	2519	aabys	12	25252
AQPM01041858	1	2490	aabys	12	25252
AQPM01041859	1	2471	aabys	12	25252
AQPM01041860	1	2429	aabys	12	25252
AQPM01041861	1	2518	aabys	12	25252
AQPM01041862	1	2517	aabys	12	25252
AQPM01041863	1	2517	aabys	12	25252
AQPM01041864	1	2458	aabys	12	25252
AQPM01041865	1	2470	aabys	12	25252
AQPM01041866	1	2202	aabys	12	25252
AQPM01041867	1	2516	aabys	12	25252
AQPM01041868	1	2405	aabys	12	25252
AQPM01041869	1	2515	aabys	12	25252
AQPM01041870	1	2469	aabys	12	25252
AQPM01041871	1	2457	aabys	12	25252
AQPM01041872	1	2514	aabys	12	25252
AQPM01041873	1	2513	aabys	12	25252
AQPM01041874	1	2513	aabys	12	25252
AQPM01041875	1	2513	aabys	12	25252
AQPM01041876	1	2460	aabys	12	25252
AQPM01041877	1	2449	aabys	12	25252
AQPM01041878	1	2463	aabys	12	25252
AQPM01041879	1	2470	aabys	12	25252
AQPM01041880	1	2512	aabys	12	25252
AQPM01041881	1	2512	aabys	12	25252
AQPM01041882	1	2504	aabys	12	25252
AQPM01041883	1	2409	aabys	12	25252
AQPM01041884	1	2485	aabys	12	25252
AQPM01041885	1	2509	aabys	12	25252
AQPM01041886	1	2489	aabys	12	25252
AQPM01041887	1	2419	aabys	12	25252
AQPM01041888	1	2412	aabys	12	25252
AQPM01041889	1	2507	aabys	12	25252
AQPM01041890	1	2507	aabys	12	25252
AQPM01041891	1	2466	aabys	12	25252
AQPM01041892	1	2769	aabys	12	25252
AQPM01041893	1	2505	aabys	12	25252
AQPM01041894	1	2445	aabys	12	25252
AQPM01041895	1	2465	aabys	12	25252
AQPM01041896	1	2493	aabys	12	25252
AQPM01041897	1	2450	aabys	12	25252
AQPM01041898	1	2504	aabys	12	25252
AQPM01041899	1	2423	aabys	12	25252
AQPM01041900	1	2430	aabys	12	25252
